,Type,Year built,Heating,Cooling,Parking,HOA,Price/sqft,Total Price,Bedrooms,Bathrooms,Full bathrooms,Half bathrooms,Address,URL,Lot
751,Single Family,1954,"Forced air, Electric, Gas",Central,2 spaces,,$250,"$319,500", 3, 1, 1,,6208-Walnut-Hills-Dr-Austin-TX-78723,https://www.zillow.com/homedetails/6208-Walnut-Hills-Dr-Austin-TX-78723/29404205_zpid/,0.26 Acres
752,Single Family,1963,Forced air,Central,2 spaces,None,$275,"$550,000", 3, 2, 2,,5806-N-Hampton-Dr-Austin-TX-78723,https://www.zillow.com/homedetails/5806-N-Hampton-Dr-Austin-TX-78723/29404163_zpid/,"9,975 sqft"
753,Single Family,1997,Forced air,Central,3 spaces,None,$420,"$425,000", 3, 1, 1,,2700-Ware-Rd-Austin-TX-78741,https://www.zillow.com/homedetails/2700-Ware-Rd-Austin-TX-78741/29464530_zpid/,0.33 acres
754,Single Family,1983,"Forced air, Gas",Central,4 spaces,,$369,"$495,000", 3, 2, 2,,2617-Market-Garden-Ln-Austin-TX-78745,https://www.zillow.com/homedetails/2617-Market-Garden-Ln-Austin-TX-78745/29499056_zpid/,"7,448 sqft"
755,Single Family,1998,Forced air,Central,2 spaces,,$162,"$375,000", 4, 2, 2,,14946-Doria-Dr-Austin-TX-78728,https://www.zillow.com/homedetails/14946-Doria-Dr-Austin-TX-78728/29451597_zpid/,"7,379 sqft"
756,Single Family,1982,Forced air,Central,5 spaces,None,$301,"$1,250,000", 8, 5, 5,,610-Upson-St-Austin-TX-78703,https://www.zillow.com/homedetails/610-Upson-St-Austin-TX-78703/29329392_zpid/,"6,490 sqft"
757,Single Family,1962,"Forced air, Electric",Central,4 spaces,,$326,"$625,000", 4, 3, 3,,7303-Daugherty-St-Austin-TX-78757,https://www.zillow.com/homedetails/7303-Daugherty-St-Austin-TX-78757/29420233_zpid/,"8,829 sqft"
758,Single Family,1994,"Other, Electric, Gas",Central,2 spaces,,$222,"$710,000", 4, 3, 2, 1,10512-Oak-View-Dr-Austin-TX-78759,https://www.zillow.com/homedetails/10512-Oak-View-Dr-Austin-TX-78759/29370084_zpid/,"9,844 sqft"
759,Condo,2013,Forced air,No Data,1 space,$225/month,$561,"$379,900", 1, 1, 1,,1900-Barton-Springs-Rd-UNIT-3004-Austin-TX-78704,https://www.zillow.com/homedetails/1900-Barton-Springs-Rd-UNIT-3004-Austin-TX-78704/251029035_zpid/,
760,Single Family,1951,Forced air,Central,2 spaces,None,$597,"$1,995,000", 3, 4, 3, 1,2407-Mccullough-St-Austin-TX-78703,https://www.zillow.com/homedetails/2407-Mccullough-St-Austin-TX-78703/29337412_zpid/,0.6 acres
761,Single Family,1999,"Forced air, Electric",Central,4 spaces,,$256,"$599,900", 4, 3, 2, 1,9420-Zyle-Rd-Austin-TX-78737,https://www.zillow.com/homedetails/9420-Zyle-Rd-Austin-TX-78737/58315442_zpid/,1.47 Acres
762,Single Family,1974,"Heat pump, Electric",Central,2 spaces,,$276,"$320,000", 3, 2, 2,,1206-Hidden-Hill-Cir-Austin-TX-78745,https://www.zillow.com/homedetails/1206-Hidden-Hill-Cir-Austin-TX-78745/29497505_zpid/,"7,187 sqft"
763,Single Family,1968,Forced air,Central,6 spaces,None,$248,"$485,000", 3, 2, 2,,10300-Horace-Dr-Austin-TX-78753,https://www.zillow.com/homedetails/10300-Horace-Dr-Austin-TX-78753/29429315_zpid/,0.38 acres
764,Condo,2011,"Forced air, Electric",Central,2 spaces,$40/mo,$195,"$215,000", 3, 2, 2,,4627-Credo-Ln-164-Austin-TX-78725,https://www.zillow.com/homedetails/4627-Credo-Ln-164-Austin-TX-78725/2077629586_zpid/,
765,Single Family,2006,Forced air,Central,4 spaces,$179/month,$245,"$1,125,000", 6, 4, 4,,11505-Firethorn-Ct-Austin-TX-78732,https://www.zillow.com/homedetails/11505-Firethorn-Ct-Austin-TX-78732/83823733_zpid/,0.61 acres
766,Single Family,2013,"Forced air, Electric, Gas",Central,2 spaces,,$221,"$399,000", 3, 3, 2, 1,8211-Nicola-Trl-Austin-TX-78745,https://www.zillow.com/homedetails/8211-Nicola-Trl-Austin-TX-78745/89546561_zpid/,"5,706 sqft"
767,Single Family,2014,Forced air,Central,2 spaces,$50/month,$203,"$610,000", 4, 4, 3, 1,6813-Serlio-Dr-Austin-TX-78739,https://www.zillow.com/homedetails/6813-Serlio-Dr-Austin-TX-78739/121656139_zpid/,"7,797 sqft"
768,Single Family,2005,Forced air,Central,2 spaces,$38/month,$198,"$385,000", 3, 3, 2, 1,10701-Beard-Ave-Austin-TX-78748,https://www.zillow.com/homedetails/10701-Beard-Ave-Austin-TX-78748/70332698_zpid/,"6,403 sqft"
769,Condo,1966,Forced air,Central,1 space,$341/month,$589,"$525,000", 1, 1, 1,,904-West-Ave-APT-201-Austin-TX-78701,https://www.zillow.com/homedetails/904-West-Ave-APT-201-Austin-TX-78701/110539391_zpid/,
770,Condo,2014,"None, Forced air",Central,2 spaces,$175/mo,$272,"$550,000", 3, 3, 2, 1,5309-William-Holland-Ave-5-Austin-TX-78756,https://www.zillow.com/homedetails/5309-William-Holland-Ave-5-Austin-TX-78756/125915180_zpid/,
771,Single Family,1986,"Forced air, Electric, Gas",Central,4 spaces,,$244,"$350,000", 3, 2, 2,,13110-Greybull-Trl-Austin-TX-78729,https://www.zillow.com/homedetails/13110-Greybull-Trl-Austin-TX-78729/29575399_zpid/,"9,888 sqft"
772,Single Family,1972,"Forced air, Electric",Central,2 spaces,,$288,"$390,000", 4, 2, 2,,7113-Scenic-Brook-Dr-Austin-TX-78736,https://www.zillow.com/homedetails/7113-Scenic-Brook-Dr-Austin-TX-78736/29479335_zpid/,0.34 Acres
773,Single Family,2020,"Forced air, Electric, Gas",Central,2 spaces,,$183,"$394,090", 4, 4, 3, 1,1223-Winnie-Dr-Austin-TX-78748,https://www.zillow.com/homedetails/1223-Winnie-Dr-Austin-TX-78748/2079180204_zpid/,"5,135 sqft"
774,Single Family,2020,Forced air,Central,4 spaces,$88/month,$163,"$407,755", 4, 3, 3,,1109-Winifred-Dr-Austin-TX-78748,https://www.zillow.com/homedetails/1109-Winifred-Dr-Austin-TX-78748/2077632060_zpid/,"4,356 sqft"
775,Condo,1977,Forced air,Central,2 spaces,$270/month,$289,"$270,000", 2, 1, 1,,1901-Glen-Allen-St-APT-1-Austin-TX-78704,https://www.zillow.com/homedetails/1901-Glen-Allen-St-APT-1-Austin-TX-78704/60138612_zpid/,
776,Single Family,1963,"Forced air, Electric",Central,4 spaces,,$290,"$660,000", 3, 2, 2,,9000-Honeycomb-Dr-Austin-TX-78737,https://www.zillow.com/homedetails/9000-Honeycomb-Dr-Austin-TX-78737/29484794_zpid/,2.99 Acres
777,Single Family,1984,Forced air,Central,2 spaces,None,$373,"$399,999", 2, 1, 1,,14422-Ridgetop-Ter-Austin-TX-78732,https://www.zillow.com/homedetails/14422-Ridgetop-Ter-Austin-TX-78732/29366915_zpid/,0.3 acres
