,Type,Year built,Heating,Cooling,Parking,HOA,Price/sqft,Total Price,Bedrooms,Bathrooms,Full bathrooms,Address,URL,Lot,Half bathrooms,Date available,Pets,Laundry,Deposit & fees
0,Condo,1891,"Forced air, Gas",Central,1 space,$386/mo,$282,"$399,700", 2, 2, 2,2511-W-Moffat-St-APT-110-Chicago-IL-60647,https://www.zillow.com/homedetails/2511-W-Moffat-St-APT-110-Chicago-IL-60647/49917250_zpid/,,,,,,
1,Condo,1915,"Forced air, Gas",Central,1 space,$362/mo,$213,"$319,900", 2, 2, 2,1116-W-Pratt-Blvd-APT-3-Chicago-IL-60626,https://www.zillow.com/homedetails/1116-W-Pratt-Blvd-APT-3-Chicago-IL-60626/87715800_zpid/,,,,,,
2,Condo,1991,Forced air,Central,1 space,$609/mo,$387,"$300,000", 1, 1, 1,440-N-Mcclurg-Ct-APT-1015-Chicago-IL-60611,https://www.zillow.com/homedetails/440-N-Mcclurg-Ct-APT-1015-Chicago-IL-60611/121072434_zpid/,,,,,,
3,Single Family,1944,Gas,No Data,3 spaces,,$123,"$160,000", 2, 1, 1,11035-S-Pulaski-Rd-Chicago-IL-60655,https://www.zillow.com/homedetails/11035-S-Pulaski-Rd-Chicago-IL-60655/4082887_zpid/,"4,960 sqft",,,,,
4,Condo,1964,Forced air,Central,1 space,"$1,032/month",$331,"$429,900", 2, 2, 2,222-E-Pearson-St-APT-1701-Chicago-IL-60611,https://www.zillow.com/homedetails/222-E-Pearson-St-APT-1701-Chicago-IL-60611/80853694_zpid/,,,,,,
5,Condo,1921,"Other, Electric",Refrigerator,1 space,$459/mo,,"$272,000", 1, 1, 1,60-E-Scott-St-APT-403-Chicago-IL-60610,https://www.zillow.com/homedetails/60-E-Scott-St-APT-403-Chicago-IL-60610/3845032_zpid/,,,,,,
6,Condo,2007,"Forced air, Gas",Central,1 space,$218/mo,$483,"$579,000", 2, 2, 2,2741-N-Bosworth-Ave-3-Chicago-IL-60614,https://www.zillow.com/homedetails/2741-N-Bosworth-Ave-3-Chicago-IL-60614/89915423_zpid/,,,,,,
7,Condo,1948,Baseboard,No Data,No Data,$310/mo,$314,"$220,000", 1, 1, 1,1750-N-Wells-St-APT-202-Chicago-IL-60614,https://www.zillow.com/homedetails/1750-N-Wells-St-APT-202-Chicago-IL-60614/113958969_zpid/,,,,,,
8,Single Family,1916,Forced air,Central,2 spaces,None,$278,"$500,000", 5, 3, 3,5240-W-Cuyler-Ave-Chicago-IL-60641,https://www.zillow.com/homedetails/5240-W-Cuyler-Ave-Chicago-IL-60641/3649669_zpid/,"3,750 sqft",,,,,
9,Single Family,1962,Forced air,Central,2 spaces,None,$231,"$240,000", 3, 1, 1,3433-W-54th-St-Chicago-IL-60632,https://www.zillow.com/homedetails/3433-W-54th-St-Chicago-IL-60632/3929086_zpid/,"3,136 sqft",,,,,
10,Condo,2020,"Forced air, Gas",Central,1 space,$194/mo,$309,"$649,000", 3, 2, 2,2116-N-California-Ave-6-Chicago-IL-60647,https://www.zillow.com/homedetails/2116-N-California-Ave-6-Chicago-IL-60647/2077632946_zpid/,,,,,,
11,Condo,2020,Forced air,Central,1 space,$174/month,$349,"$645,000", 3, 2, 2,2116-N-California-Ave-5-Chicago-IL-60647,https://www.zillow.com/homedetails/2116-N-California-Ave-5-Chicago-IL-60647/2077632945_zpid/,,,,,,
12,Condo,2003,"Forced air, Gas",Central,1 space,$175/mo,,"$415,000", 2, 2, 2,1637-W-Le-Moyne-St-APT-2-Chicago-IL-60622,https://www.zillow.com/homedetails/1637-W-Le-Moyne-St-APT-2-Chicago-IL-60622/70449034_zpid/,,,,,,
13,Single Family,1927,"Forced air, Gas",Central,2 spaces,,$229,"$399,000", 4, 2, 1,7232-W-Ibsen-St-Chicago-IL-60631,https://www.zillow.com/homedetails/7232-W-Ibsen-St-Chicago-IL-60631/3511314_zpid/,"4,721 sqft", 1,,,,
14,Townhouse,2020,Gas,Central,2 spaces,,$219,"$569,000", 4, 4, 3,239-E-33rd-Blvd-Chicago-IL-60616,https://www.zillow.com/homedetails/239-E-33rd-Blvd-Chicago-IL-60616/2077633370_zpid/,No Data, 1,,,,
15,Single Family,2020,Forced air,Central,2 spaces,$50/month,No Data,"$609,000", 4, 4, 3,4334-S-Vernon-Ave-Chicago-IL-60653,https://www.zillow.com/homedetails/4334-S-Vernon-Ave-Chicago-IL-60653/2077633373_zpid/,"3,733 sqft", 1,,,,
16,Single Family,1949,Forced air,Central,2 spaces,,$216,"$429,900", 3, 2, 2,10957-S-Campbell-Ave-Chicago-IL-60655,https://www.zillow.com/homedetails/10957-S-Campbell-Ave-Chicago-IL-60655/4080466_zpid/,"7,405 sqft",,,,,
17,Condo,2009,Forced air,Central,2 spaces,"$1,196/month",$614,"$1,075,000", 3, 2, 2,1201-S-Prairie-Ave-APT-3903-Chicago-IL-60605,https://www.zillow.com/homedetails/1201-S-Prairie-Ave-APT-3903-Chicago-IL-60605/113958053_zpid/,,,,,,
18,Condo,2005,Forced air,No Data,1 space,$235/month,$402,"$319,500", 1, 1, 1,123-S-Green-St-APT-209B-Chicago-IL-60607,https://www.zillow.com/homedetails/123-S-Green-St-APT-209B-Chicago-IL-60607/2077633611_zpid/,,,,,,
19,Condo,1964,Forced air,Central,1 space,"$1,052/month",$288,"$375,000", 2, 2, 2,1-E-Schiller-St-APT-4B-Chicago-IL-60610,https://www.zillow.com/homedetails/1-E-Schiller-St-APT-4B-Chicago-IL-60610/3844052_zpid/,,,,,,
20,Single Family,1900,Forced air,Central,2 spaces,,$187,"$325,000", 5, 2, 2,3439-W-Hirsch-St-Chicago-IL-60651,https://www.zillow.com/homedetails/3439-W-Hirsch-St-Chicago-IL-60651/3793969_zpid/,"3,092 sqft",,,,,
21,Multi Family,1903,Gas,No Data,None,,No Data,"$239,900", 7, 3, 3,6431-S-Saint-Lawrence-Ave-Chicago-IL-60637,https://www.zillow.com/homedetails/6431-S-Saint-Lawrence-Ave-Chicago-IL-60637/2088033081_zpid/,,,,,,
22,Condo,1996,Gas,Central,1 space,$376/mo,$138,"$215,000", 2, 2, 2,6400-W-Berteau-Ave-APT-403-Chicago-IL-60634,https://www.zillow.com/homedetails/6400-W-Berteau-Ave-APT-403-Chicago-IL-60634/54532673_zpid/,,,,,,
23,Single Family,1949,Forced air,Central,None,,$88,"$105,000", 2, 1, 1,7310-S-Talman-Ave-Chicago-IL-60629,https://www.zillow.com/homedetails/7310-S-Talman-Ave-Chicago-IL-60629/3957674_zpid/,"3,781 sqft",,,,,
24,Condo,1930,No Data,Central,No Data,$277/mo,$288,"$230,000", 2, 1, 1,2632-W-Francis-Pl-2-Chicago-IL-60647,https://www.zillow.com/homedetails/2632-W-Francis-Pl-2-Chicago-IL-60647/80815294_zpid/,,,,,,
25,Condo,2001,Baseboard,Central,1 space,$920/month,$566,"$1,195,000", 2, 2, 2,445-E-North-Water-St-APT-1401-Chicago-IL-60611,https://www.zillow.com/homedetails/445-E-North-Water-St-APT-1401-Chicago-IL-60611/2077635241_zpid/,,,,,,
26,Condo,2002,Forced air,Central,2 spaces,,$408,"$590,000", 2, 2, 2,512-N-Mcclurg-Ct-APT-4210-Chicago-IL-60611,https://www.zillow.com/homedetails/512-N-Mcclurg-Ct-APT-4210-Chicago-IL-60611/63702094_zpid/,,,,,,
27,Condo,1973,"Forced air, Gas",Central,5 spaces,$554/mo,$231,"$194,000", 1, 1, 1,655-W-Irving-Park-Rd-APT-1912-Chicago-IL-60613,https://www.zillow.com/homedetails/655-W-Irving-Park-Rd-APT-1912-Chicago-IL-60613/62010584_zpid/,,,,,,
28,Single Family,1946,Forced air,Central,2 spaces,None,$167,"$289,900", 3, 2, 2,6053-W-Henderson-St-Chicago-IL-60634,https://www.zillow.com/homedetails/6053-W-Henderson-St-Chicago-IL-60634/3661142_zpid/,"4,190 sqft",,,,,
29,Single Family,1895,"Forced air, Gas",Central,1 space,,$81,"$199,000", 4, 3, 2,10918-S-Edbrooke-Ave-Chicago-IL-60628,https://www.zillow.com/homedetails/10918-S-Edbrooke-Ave-Chicago-IL-60628/4140236_zpid/,"3,049 sqft", 1,,,,
30,Single Family,1913,Other,None,2 spaces,,$122,"$97,000", 4, 2, 2,61-E-101st-St-Chicago-IL-60628,https://www.zillow.com/homedetails/61-E-101st-St-Chicago-IL-60628/4133935_zpid/,"3,746 sqft",,,,,
31,Multiple Occupancy,1902,Gas,No Data,2 spaces,,,"$195,000", 4, 2, 2,2243-S-Avers-Ave-Chicago-IL-60623,https://www.zillow.com/homedetails/2243-S-Avers-Ave-Chicago-IL-60623/2077637104_zpid/,,,,,,
32,Multiple Occupancy,2008,"Forced air, Gas",Central,6 spaces,,$381,"$400,000", 9, 6, 5,7654-S-Colfax-Ave-Chicago-IL-60649,https://www.zillow.com/homedetails/7654-S-Colfax-Ave-Chicago-IL-60649/2094524032_zpid/,, 1,,,,
33,Single Family,1958,Forced air,Central,2 spaces,None,$416,"$316,000", 4, 2, 2,5061-N-Kimberly-Ave-Chicago-IL-60630,https://www.zillow.com/homedetails/5061-N-Kimberly-Ave-Chicago-IL-60630/3638840_zpid/,"3,423 sqft",,,,,
34,Townhouse,1985,"Forced air, Gas",Central,1 space,,$370,"$625,000", 2, 3, 2,801-S-Plymouth-Ct-UNIT-G-Chicago-IL-60605,https://www.zillow.com/homedetails/801-S-Plymouth-Ct-UNIT-G-Chicago-IL-60605/3872928_zpid/,0.40 Acres, 1,,,,
35,Multi Family,1913,Forced air,No Data,2 spaces,,No Data,"$379,000", 9, 3, 3,1918-S-Ridgeway-Ave-Chicago-IL-60623,https://www.zillow.com/homedetails/1918-S-Ridgeway-Ave-Chicago-IL-60623/2077637473_zpid/,,,,,,
36,Single Family,2006,Gas,Central,4 spaces,,$147,"$225,000", 3, 3, 3,1502-S-Karlov-Ave-Chicago-IL-60623,https://www.zillow.com/homedetails/1502-S-Karlov-Ave-Chicago-IL-60623/80808990_zpid/,"3,131 sqft",,,,,
37,Single Family,1977,"Forced air, Electric, Gas",Central,9 spaces,,$248,"$899,900", 5, 6, 5,5673-N-Las-Casas-Ave-Chicago-IL-60646,https://www.zillow.com/homedetails/5673-N-Las-Casas-Ave-Chicago-IL-60646/3624872_zpid/,"6,098 sqft", 1,,,,
38,Single Family,1951,Forced air,Central,1 space,,$168,"$369,900", 4, 3, 2,3356-N-Pittsburgh-Ave-Chicago-IL-60634,https://www.zillow.com/homedetails/3356-N-Pittsburgh-Ave-Chicago-IL-60634/3596498_zpid/,"4,443 sqft", 1,,,,
39,Single Family,1960,Gas,Central,2 spaces,,$309,"$299,900", 5, 2, 2,6325-W-Berenice-Ave-Chicago-IL-60634,https://www.zillow.com/homedetails/6325-W-Berenice-Ave-Chicago-IL-60634/3658829_zpid/,"3,092 sqft",,,,,
40,Multiple Occupancy,1890,Forced air,Central,No Data,,$945,"$378,000", 6, 3, 3,3659-S-Wood-St-Chicago-IL-60609,https://www.zillow.com/homedetails/3659-S-Wood-St-Chicago-IL-60609/158884674_zpid/,,,,,,
41,Single Family,1960,"Electric, Gas",Central,2 spaces,,$83,"$199,900", 3, 2, 1,9806-S-Escanaba-Ave-Chicago-IL-60617,https://www.zillow.com/homedetails/9806-S-Escanaba-Ave-Chicago-IL-60617/4168465_zpid/,"4,229 sqft", 1,,,,
42,Multiple Occupancy,1910,Gas,No Data,5 spaces,,,"$385,000", 6, 3, 3,3934-N-Sawyer-Ave-Chicago-IL-60618,https://www.zillow.com/homedetails/3934-N-Sawyer-Ave-Chicago-IL-60618/2125203659_zpid/,,,,,,
43,Single Family,1973,Gas,Central,No Data,,$85,"$85,000", 4, 2, 1,5210-S-Emerald-Ave-Chicago-IL-60609,https://www.zillow.com/homedetails/5210-S-Emerald-Ave-Chicago-IL-60609/3984038_zpid/,"5,052 sqft", 1,,,,
44,Single Family,1902,Gas,No Data,2 spaces,,$71,"$85,000", 4, 1, 1,11810-S-Parnell-Ave-Chicago-IL-60628,https://www.zillow.com/homedetails/11810-S-Parnell-Ave-Chicago-IL-60628/4154063_zpid/,"3,702 sqft",,,,,
45,Single Family,1924,Gas,No Data,No Data,,$129,"$130,000", 3, 1, 1,9227-S-La-Salle-St-Chicago-IL-60620,https://www.zillow.com/homedetails/9227-S-La-Salle-St-Chicago-IL-60620/4120036_zpid/,"4,338 sqft",,,,,
46,Multiple Occupancy,1908,Gas,No Data,2 spaces,,,"$450,000", 5, 3, 3,4303-N-Avers-Ave-Chicago-IL-60618,https://www.zillow.com/homedetails/4303-N-Avers-Ave-Chicago-IL-60618/2077637607_zpid/,,,,,,
47,Multiple Occupancy,1912,"Forced air, Gas",No Data,2 spaces,,$145,"$179,900", 11, 5, 4,8735-S-Escanaba-Ave-Chicago-IL-60617,https://www.zillow.com/homedetails/8735-S-Escanaba-Ave-Chicago-IL-60617/159239536_zpid/,, 1,,,,
48,Single Family,1957,Gas,Central,2 spaces,,$100,"$129,900", 4, 1, 1,13455-S-Green-Bay-Ave-Chicago-IL-60633,https://www.zillow.com/homedetails/13455-S-Green-Bay-Ave-Chicago-IL-60633/4175911_zpid/,"4,064 sqft",,,,,
49,Multiple Occupancy,1919,"Forced air, Gas",No Data,No Data,,,"$199,000", 4, 2, 2,3558-W-Huron-St-Chicago-IL-60624,https://www.zillow.com/homedetails/3558-W-Huron-St-Chicago-IL-60624/2107645888_zpid/,,,,,,
50,Condo,2006,Forced air,Central,1 space,$217/month,$270,"$364,900", 2, 2, 2,4913-N-Kenmore-Ave-APT-3N-Chicago-IL-60640,https://www.zillow.com/homedetails/4913-N-Kenmore-Ave-APT-3N-Chicago-IL-60640/80833648_zpid/,,,,,,
51,Condo,1999,Forced air,Central,2 spaces,$217/month,$153,"$244,900", 2, 2, 1,2409-W-Flournoy-St-B-Chicago-IL-60612,https://www.zillow.com/homedetails/2409-W-Flournoy-St-B-Chicago-IL-60612/54535555_zpid/,, 1,,,,
52,Condo,1999,Forced air,Central,1 space,$162/month,$390,"$429,000", 2, 2, 2,1546-N-Hoyne-Ave-APT-2-Chicago-IL-60622,https://www.zillow.com/homedetails/1546-N-Hoyne-Ave-APT-2-Chicago-IL-60622/54537130_zpid/,,,,,,
53,Townhouse,2001,"Forced air, Gas",Central,2 spaces,,$235,"$564,900", 3, 3, 3,2455-W-Ohio-St-UNIT-13E-Chicago-IL-60612,https://www.zillow.com/homedetails/2455-W-Ohio-St-UNIT-13E-Chicago-IL-60612/113950920_zpid/,No Data,,,,,
54,Condo,2012,Heat pump,Central,2 spaces,,"$1,046","$3,850,000", 4, 5,,2550-N-Lakeview-Ave-UNIT-S2803-Chicago-IL-60614,https://www.zillow.com/homedetails/2550-N-Lakeview-Ave-UNIT-S2803-Chicago-IL-60614/123559823_zpid/,,,,,,
55,Condo,1965,Radiant,Wall,1 space,No Data,$302,"$1,450,000", 3, 5,,1440-N-Lake-Shore-Dr-22ABCD-Chicago-IL-60610,https://www.zillow.com/homedetails/1440-N-Lake-Shore-Dr-22ABCD-Chicago-IL-60610/2077638434_zpid/,,,,,,
56,Multi Family,1929,Forced air,Central,2 spaces,,No Data,"$319,900", 6, 5, 3,1917-S-Ridgeway-Ave-Chicago-IL-60623,https://www.zillow.com/homedetails/1917-S-Ridgeway-Ave-Chicago-IL-60623/2137137124_zpid/,, 2,,,,
57,Single Family,1891,Forced air,No Data,2 spaces,,$35,"$124,000", 3, 2, 1,2023-W-James-St-Chicago-IL-60609,https://www.zillow.com/homedetails/2023-W-James-St-Chicago-IL-60609/3982317_zpid/,"3,550 sqft", 1,,,,
58,Multiple Occupancy,No Data,Gas,No Data,No Data,,,"$649,000", 8, 4, 4,4050-N-Hermitage-Ave-Chicago-IL-60613,https://www.zillow.com/homedetails/4050-N-Hermitage-Ave-Chicago-IL-60613/2094001218_zpid/,,,,,,
59,Single Family,1890,"Forced air, Gas",No Data,2 spaces,,$193,"$315,000", 4, 2, 2,3214-S-Racine-Ave-Chicago-IL-60608,https://www.zillow.com/homedetails/3214-S-Racine-Ave-Chicago-IL-60608/2077639651_zpid/,No Data,,,,,
60,Multi Family,1916,Forced air,Central,6 spaces,,$485,"$660,000", 9, 3, 3,4518-N-Central-Park-Ave-Chicago-IL-60625,https://www.zillow.com/homedetails/4518-N-Central-Park-Ave-Chicago-IL-60625/2111340236_zpid/,,,,,,
61,Condo,1985,"Forced air, Electric",Other,No Data,$404/mo,$183,"$165,000", 1, 1, 1,801-S-Plymouth-Ct-APT-308-Chicago-IL-60605,https://www.zillow.com/homedetails/801-S-Plymouth-Ct-APT-308-Chicago-IL-60605/3872761_zpid/,,,,,,
62,Condo,1926,Gas,Central,No Data,$248/mo,$137,"$164,000", 2, 2, 2,Chicago-IL-60625,https://www.zillow.com/homedetails/Chicago-IL-60625/2136435701_zpid/,,,,,,
63,Condo,No Data,"Forced air, Gas",Central,1 space,$483/mo,$604,"$1,100,000", 3, 3, 2,1400-W-Monroe-St-5E-Chicago-IL-60607,https://www.zillow.com/homedetails/1400-W-Monroe-St-5E-Chicago-IL-60607/2077640709_zpid/,, 1,,,,
64,Condo,1962,Baseboard,Wall,1 space,$168/month,$243,"$170,000", 2, 1, 1,3037-W-Montrose-Ave-APT-2A-Chicago-IL-60618,https://www.zillow.com/homedetails/3037-W-Montrose-Ave-APT-2A-Chicago-IL-60618/65549790_zpid/,,,,,,
65,Single Family,1916,"Forced air, Gas",Central,2 spaces,,$247,"$425,000", 4, 3, 3,4922-W-Henderson-St-Chicago-IL-60641,https://www.zillow.com/homedetails/4922-W-Henderson-St-Chicago-IL-60641/3664704_zpid/,"3,750 sqft",,,,,
66,Single Family,1893,Gas,Central,2 spaces,,$154,"$185,000", 4, 2, 2,1148-W-88th-St-Chicago-IL-60620,https://www.zillow.com/homedetails/1148-W-88th-St-Chicago-IL-60620/4120877_zpid/,"3,123 sqft",,,,,
67,Condo,1884,Forced air,Central,1 space,$376/month,$306,"$375,000", 1, 1, 1,515-N-Noble-St-APT-604-Chicago-IL-60642,https://www.zillow.com/homedetails/515-N-Noble-St-APT-604-Chicago-IL-60642/3861386_zpid/,,,,,,
68,Single Family,1915,"Forced air, Gas",Central,2 spaces,,$174,"$279,900", 5, 4, 4,2554-N-Rutherford-Ave-Chicago-IL-60707,https://www.zillow.com/homedetails/2554-N-Rutherford-Ave-Chicago-IL-60707/3679991_zpid/,"3,868 sqft",,,,,
69,Single Family,1932,Gas,Central,2 spaces,,$163,"$570,000", 4, 3, 3,Chicago-IL-60631,https://www.zillow.com/homedetails/Chicago-IL-60631/2077641324_zpid/,"4,965 sqft",,,,,
70,Multiple Occupancy,1891,"Other, Gas",No Data,2 spaces,,,"$219,900", 6, 2, 2,4213-S-Wells-St-Chicago-IL-60609,https://www.zillow.com/homedetails/4213-S-Wells-St-Chicago-IL-60609/2139601981_zpid/,,,,,,
71,Multi Family,1885,Other,No Data,3 spaces,,No Data,"$105,000", 8, 3, 3,4849-S-Justine-St-Chicago-IL-60609,https://www.zillow.com/homedetails/4849-S-Justine-St-Chicago-IL-60609/2118772118_zpid/,,,,,,
72,Single Family,1923,Forced air,Central,2 spaces,,$145,"$279,000", 4, 2, 2,4814-W-Wrightwood-Ave-Chicago-IL-60639,https://www.zillow.com/homedetails/4814-W-Wrightwood-Ave-Chicago-IL-60639/3674397_zpid/,"4,094 sqft",,,,,
73,Condo,1952,Baseboard,Other,1 space,$486/month,$227,"$136,000", 1, 1, 1,4980-N-Marine-Dr-APT-1231-Chicago-IL-60640,https://www.zillow.com/homedetails/4980-N-Marine-Dr-APT-1231-Chicago-IL-60640/62008932_zpid/,,,,,,
74,Single Family,1993,"Forced air, Gas",Central,2 spaces,,$294,"$349,900", 5, 2, 2,2110-N-Moody-Ave-Chicago-IL-60639,https://www.zillow.com/homedetails/2110-N-Moody-Ave-Chicago-IL-60639/3683250_zpid/,"3,746 sqft",,,,,
75,Condo,2008,"Forced air, Gas",Central,1 space,$358/mo,$427,"$639,900", 2, 2, 2,955-W-Monroe-St-UNIT-2D-Chicago-IL-60607,https://www.zillow.com/homedetails/955-W-Monroe-St-UNIT-2D-Chicago-IL-60607/89952012_zpid/,,,,,,
76,Condo,2020,Forced air,Central,1 space,$400/month,$431,"$825,000", 3, 3, 2,2939-N-Clark-St-3S-Chicago-IL-60657,https://www.zillow.com/homedetails/2939-N-Clark-St-3S-Chicago-IL-60657/2077641572_zpid/,, 1,,,,
77,Multi Family,1895,Gas,No Data,4 spaces,,No Data,"$99,900", 8, 2, 2,4232-W-Gladys-Ave-Chicago-IL-60624,https://www.zillow.com/homedetails/4232-W-Gladys-Ave-Chicago-IL-60624/2101100530_zpid/,,,,,,
78,Single Family,1933,Baseboard,No Data,1 space,None,$70,"$319,000", 4, 2, 1,Chicago-IL-60634,https://www.zillow.com/homedetails/Chicago-IL-60634/2077641610_zpid/,"4,538 sqft", 1,,,,
79,Condo,2008,Forced air,Central,1 space,$741/mo,$495,"$679,000", 2, 2, 2,600-N-Lake-Shore-Dr-APT-3502-Chicago-IL-60611,https://www.zillow.com/homedetails/600-N-Lake-Shore-Dr-APT-3502-Chicago-IL-60611/101354382_zpid/,,,,,,
80,Condo,1997,"Forced air, Gas",Central,1 space,$200/mo,$152,"$269,900", 3, 2, 2,2342-W-Harrison-St-APT-2-Chicago-IL-60612,https://www.zillow.com/homedetails/2342-W-Harrison-St-APT-2-Chicago-IL-60612/60270629_zpid/,,,,,,
81,Single Family,1973,Gas,Central,2 spaces,,$118,"$159,900", 5, 2, 1,11448-S-Davol-St-Chicago-IL-60643,https://www.zillow.com/homedetails/11448-S-Davol-St-Chicago-IL-60643/4148759_zpid/,"3,484 sqft", 1,,,,
82,Single Family,1920,"Electric, Gas",Central,2 spaces,,$441,"$339,900", 3, 3, 3,3510-N-Newcastle-Ave-Chicago-IL-60634,https://www.zillow.com/homedetails/3510-N-Newcastle-Ave-Chicago-IL-60634/3656714_zpid/,"3,841 sqft",,,,,
83,Single Family,2018,Gas,Central,2 spaces,,$275,"$825,000", 4, 4, 3,2933-N-Spaulding-Ave-Chicago-IL-60618,https://www.zillow.com/homedetails/2933-N-Spaulding-Ave-Chicago-IL-60618/65558272_zpid/,"3,092 sqft", 1,,,,
84,Condo,No Data,"Forced air, Gas",Central,42 spaces,$445/mo,$613,"$1,130,000", 3, 3, 2,1400-W-Monroe-St-7D-Chicago-IL-60607,https://www.zillow.com/homedetails/1400-W-Monroe-St-7D-Chicago-IL-60607/2077642345_zpid/,, 1,,,,
85,Condo,1998,Forced air,Central,1 space,None,$332,"$399,000", 3, 3, 2,1720-N-Kedzie-Ave-APT-H-Chicago-IL-60647,https://www.zillow.com/homedetails/1720-N-Kedzie-Ave-APT-H-Chicago-IL-60647/60200537_zpid/,, 1,,,,
86,Condo,No Data,Forced air,Central,42 spaces,$455/month,$623,"$1,150,000", 3, 3, 2,1400-W-Monroe-St-3B-Chicago-IL-60607,https://www.zillow.com/homedetails/1400-W-Monroe-St-3B-Chicago-IL-60607/2077642552_zpid/,, 1,,,,
87,Condo,2002,Forced air,Central,1 space,$936/month,$316,"$395,000", 2, 2, 2,645-N-Kingsbury-St-APT-2308-Chicago-IL-60654,https://www.zillow.com/homedetails/645-N-Kingsbury-St-APT-2308-Chicago-IL-60654/63699867_zpid/,,,,,,
88,Multi Family,No Data,Forced air,No Data,2 spaces,,No Data,"$429,000", 5, 3, 3,5519-N-Major-Ave-Chicago-IL-60630,https://www.zillow.com/homedetails/5519-N-Major-Ave-Chicago-IL-60630/2136768688_zpid/,,,,,,
89,Condo,1970,Forced air,Central,2 spaces,"$1,317/month",$459,"$849,900", 2, 2, 2,1212-N-Lake-Shore-Dr-APT-17CN-Chicago-IL-60610,https://www.zillow.com/homedetails/1212-N-Lake-Shore-Dr-APT-17CN-Chicago-IL-60610/2077642729_zpid/,,,,,,
90,Multi Family,1920,Forced air,No Data,1 space,,$265,"$264,900", 4, 3, 3,3125-W-42nd-St-Chicago-IL-60632,https://www.zillow.com/homedetails/3125-W-42nd-St-Chicago-IL-60632/2116496635_zpid/,,,,,,
91,Condo,2008,"Forced air, Gas",Central,1 space,$616/mo,$422,"$584,900", 2, 2, 2,100-E-14th-St-APT-2610-Chicago-IL-60605,https://www.zillow.com/homedetails/100-E-14th-St-APT-2610-Chicago-IL-60605/99358149_zpid/,,,,,,
92,Condo,2005,Forced air,Central,1 space,$227/month,No Data,"$500,000", 3, 3, 2,1701-N-Washtenaw-Ave-APT-1W-Chicago-IL-60647,https://www.zillow.com/homedetails/1701-N-Washtenaw-Ave-APT-1W-Chicago-IL-60647/87715857_zpid/,, 1,,,,
93,Condo,1977,"Forced air, Gas",Central,1 space,$549/mo,,"$250,000", 1, 1, 1,405-N-Wabash-Ave-UNIT-1809-Chicago-IL-60611,https://www.zillow.com/homedetails/405-N-Wabash-Ave-UNIT-1809-Chicago-IL-60611/3865057_zpid/,,,,,,
94,Multi Family,1925,Other,Central,2 spaces,,$221,"$448,800", 4, 3, 3,1617-W-37th-St-Chicago-IL-60609,https://www.zillow.com/homedetails/1617-W-37th-St-Chicago-IL-60609/2099090920_zpid/,,,,,,
95,Condo,2007,Gas,Central,1 space,$243/mo,,"$487,500", 2, 2, 2,1920-W-Diversey-Pkwy-3-Chicago-IL-60614,https://www.zillow.com/homedetails/1920-W-Diversey-Pkwy-3-Chicago-IL-60614/89929073_zpid/,,,,,,
96,Condo,No Data,Forced air,Central,42 spaces,$547/month,$710,"$1,390,000", 3, 3, 3,1400-W-Monroe-St-6G-Chicago-IL-60607,https://www.zillow.com/homedetails/1400-W-Monroe-St-6G-Chicago-IL-60607/2077642883_zpid/,,,,,,
97,Condo,2000,Forced air,Central,1 space,$231/month,$324,"$649,000", 3, 2, 2,618-W-Oakdale-Ave-APT-3-Chicago-IL-60657,https://www.zillow.com/homedetails/618-W-Oakdale-Ave-APT-3-Chicago-IL-60657/58361256_zpid/,,,,,,
98,Single Family,1923,Gas,Central,2 spaces,None,$315,"$499,000", 4, 4, 4,4969-N-Kolmar-Ave-Chicago-IL-60630,https://www.zillow.com/homedetails/4969-N-Kolmar-Ave-Chicago-IL-60630/2085298934_zpid/,"3,550 sqft",,,,,
99,Multi Family,1916,Gas,Central,2 spaces,,No Data,"$589,000", 5, 3, 3,4341-N-Mcvicker-Ave-Chicago-IL-60634,https://www.zillow.com/homedetails/4341-N-Mcvicker-Ave-Chicago-IL-60634/2085257443_zpid/,,,,,,
100,Single Family,2009,"Forced air, Gas",Central,6 spaces,,$772,"$7,999,000", 7, 11, 8,460-W-Huron-St-Chicago-IL-60654,https://www.zillow.com/homedetails/460-W-Huron-St-Chicago-IL-60654/70427044_zpid/,"7,405 sqft", 3,,,,
101,Condo,2005,Baseboard,Central,2 spaces,"$1,929/month",$518,"$1,295,000", 3, 4, 3,21-E-Huron-St-APT-3404-Chicago-IL-60611,https://www.zillow.com/homedetails/21-E-Huron-St-APT-3404-Chicago-IL-60611/70449502_zpid/,, 1,,,,
102,Single Family,1987,Gas,Central,2 spaces,,$110,"$140,000", 3, 2, 2,2516-E-83rd-St-Chicago-IL-60617,https://www.zillow.com/homedetails/2516-E-83rd-St-Chicago-IL-60617/4026957_zpid/,"4,164 sqft",,,,,
103,Condo,2007,Forced air,Central,1 space,$422/month,No Data,"$339,900", 2, 1, 1,828-W-Grace-St-APT-1308-Chicago-IL-60613,https://www.zillow.com/homedetails/828-W-Grace-St-APT-1308-Chicago-IL-60613/89935628_zpid/,,,,,,
104,Single Family,1947,No Data,No Data,1 space,,$296,"$889,000", 4, 4, 3,6958-N-Tonty-Ave-Chicago-IL-60646,https://www.zillow.com/homedetails/6958-N-Tonty-Ave-Chicago-IL-60646/3553382_zpid/,"6,838 sqft", 1,,,,
